SMILES,Symbol
COC(=O)NC1=C2/C(=C\CSSSC)[C@](O)(C#C/C=C\C#C[C@@H]2O[C@@H]2O[C@H](C)[C@@H](NO[C@H]3C[C@H](O)[C@H](SC(=O)C4=C(C)C(I)=C(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](OC)[C@H]5O)C(OC)=C4OC)[C@@H](C)O3)[C@H](O)[C@H]2O)CC1=O,CLJ
NC1=CC=C([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)C=C1,CLK
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,CLL
O=C(N[C@H](CO)[C@H](O)C1=CC=C([N+](=O)[O-])C=C1)C(Cl)Cl,CLM
C=CC1=C(C)C2=CC3=N4->[Fe]56<-N7=C(C=C1N25)[C@]1(C)SC=CC1C7=CC1=C(C)C(CCC(=O)O)=C(C=C4C(CCC(=O)O)=C3C)N16,CLN
[S]12[Fe]3[S]4[Fe]1S1(S56[Fe]7[S]8[Fe]9[S]7[Fe]5[S]9[Fe]86)[Fe]2[S]3[Fe]41,CLP
CCN(CC)CCC[C@@H](C)NC1=CC=NC2=C1C=CC(Cl)=C2,CLQ
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CLR
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC3=CC=CS3)[C@H]2SC1,CLS
O=C(O)CCCC1=CC=CC=C1,CLT
ClC1=CC=CC(Cl)=C1N=C1NCCN1,CLU
C[C@H](N)C1N=CC(=O)N1CC(=O)O,CLV
O=C1NC2=C(C=CC(Cl)=C2)O1,CLW
O=CC(Cl)(Cl)Cl,CLX
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,CLY
NC1=NC2=C(C(N)=N1)C(Cl)=C(N)C=C2,CLZ
O=C(O)COC1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C(=O)NC1=O,CM0
C[C@H]1CC(O)N[C@H]2CCCCN(O[Fe@@]34OC5=CC=CC=C5C5=N[C@@H](CO5)C(=O)N[C@@H](CCCCN(O3)C(/C=C\CCCCCCC(=O)O)O4)C(=O)O1)C2=O,CM1
O=C(O)CCCCCC/C=C\C1O[Fe@]23OC4=CC=CC=C4C4N[C@@H](CO4)C(=O)N[C@@H](CCCCN1O2)C(=O)OCCC(=O)N[C@H]1CCCCN(O3)C1=O,CM2
C[C@@H]1C2=C(C=CC(O)=C2F)O[C@@H](C2=CC=C(OCCN3CCCCC3)C=C2)[C@H]1C1=CC=C(O)C=C1,CM3
C[C@@H]1C2=CC(O)=CC=C2O[C@@H](C2=CC=C(OCCN3CCCC3)C=C2)[C@H]1C1=CC=C(O)C=C1,CM4
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCCCCC3CCCCC3)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,CM5
O=C(NC1=CC=NC=C1)[C@@H](NS(=O)(=O)C1=CC=CC2=NSN=C12)C1=CC=CC=C1,CM6
CCC1=CN2CCS(=O)(=O)N(C)C3=CC(C(=O)N[C@@H](CC4=CC=CC=C4)[C@H](O)CNCC4=CC=CC(C(F)(F)F)=C4)=CC1=C32,CM7
CCNC1=CC(C(=O)N[C@@H](CC2=CC=CC=C2)[C@H](O)CNCC2=CC=CC(C(F)(F)F)=C2)=CC(N2CCCCS2(=O)=O)=C1,CM8
CSCC[C@H](NC(=O)C1CCC(C)CC1)C(=O)NC1=CC=NC=C1,CM9
N=C(N)NCCC[C@H](NCCC(=O)O)C(=O)O,CMA
CC1=CC=CC2=C1C=C(C(=O)NCC1=CC(Cl)=CC(Cl)=C1)N2CC1=CC=CC(C(=N)N)=C1,CMB
CC(C)(CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSCC(=O)O,CMC
COC1=C2C(=O)C3=C(O)C4=C(C[C@@](O)(C(=O)CO)C[C@@H]4O[C@H]4C[C@H](N5CCOC[C@@H]5C#N)[C@H](O)[C@H](C)O4)C(O)=C3C(=O)C2=CC=C1,CMD
N[C@@H](CSSCCO)C(=O)O,CME
O=C(O)C1=CC=C2C(C3CCCCC3)=C(C3=CC=CC=C3)N(CC(=O)N3CCOCC3)C2=C1,CMF
NC1=NC2=C(N=CN2)C(OCC2CCCCC2)=N1,CMG
C[Hg]SC[C@H](N)C(=O)O,CMH
[H]/N=C(/N)C1=CC=CC(CN2C(C(=O)NCC3=CC(C)=CC(C)=C3)=CC3=C(C)C=CC=C32)=C1,CMI
CCCCCCCCCCCCCCCCCCCCCC[C@@H](C)CCCCCCCCCCCCCCCCCCC,CMJ
NC1=NC(=O)N([C@@H]2O[C@H](CO[P@](=O)(O)O[C@@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@H]2O)C=C1,CMK
N[C@@H](CS[C@@H](CC(=O)O)C(=O)O)C(=O)O,CML
[H]/N=C(/N)N1CCC[C@H](CC(=O)N[C@@H](CC2=CC=C(CCC3=CC=CC4=C3NC=C4C(=O)C(=O)O)C=C2)C(=O)OC)C1,CMM
[C-]#[O+],CMO
NC1=C2N=CN([C@@H]3O[C@@H]4CO[P@@](=O)(O)O[C@H]4[C@H]3O)C2=NC=N1,CMP
CC(C)C[C@H](NC(=O)OCC1=CC=CC=C1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)[C@H](C)O,CMQ
C[P@@](=O)(O)OC[C@H]1O[C@@H](N2C=CC(N)=NC2=O)C[C@@H]1O,CMR
CN(CC(=O)O)C(N)=O,CMS
COC(=O)[C@@H](N)CS,CMT
[H]/N=C1/CCCN1CC1=C(Cl)C(=O)NC(=O)N1,CMU
CCN1CCN(N[C@@H](C(=O)N[C@H](C=O)[C@@H]2N[C@@H](C(=O)O)C(C)(C)S2)C2=CC=CC=C2)C(=O)C1=O,CMV
CC1=CC=C(S(=O)(=O)NCCCOC(=O)NC2=CC=NC=C2)C=C1,CMW
CC(C)(CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCCC(=O)O,CMX
NCCCCCCNC(=O)O,CMY
CC1=CC=C(C)C(OC[C@@H](O)CN2CCOCC2)=C1,CMZ
C#N,CN
O=C(O)[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,CN0
O[Fe](O)(O)O1O[Fe]<-1(O)(O)O[Fe](O)(O)(O)O,CN1
COC1=CC2=C(C3=CC=C(OC)C(=O)C=C3[C@@H](NC(=O)CS)CC2)C(OC)=C1OC,CN2
CCCCCCCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OC[C@H](O)CO[P@@](=O)(O)OC[C@@H](COC(=O)CC)OC(=O)CCC)OC(=O)CCCCCCCC,CN3
O=C(CC(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1)NC1=C(CC[C@H]2CN[C@@H]3CCCS(=O)(=O)N2C3)C(F)=CC=C1,CN4
CCCCCCCCCCCCCCC(=O)OCCCO[P@](=O)(O)OC[C@@H](O)CO[P@](=O)(O)OCCCOC(C)=O,CN5
CCCCCCCCCCC(=O)OC[C@H](CO[P@](=O)(O)OC[C@H](O)CO[P@](=O)(O)OC[C@@H](COC(=O)CC)OC(=O)CCC)OC(=O)CCC,CN6
CC1=CC=CC=C1C1=CC=CC2=C1N(CCN1CCOCC1)C(C(=O)O)=C2CCCOC1=CC=CC2=C1C=CC=C2,CN7
CCNC(=O)[C@@H]1C[C@H](NC(=O)[C@H](CC2=CN(CCNC(=O)C3=CC=C(S)C=C3)N=N2)NC)CN1,CN8
CC1=C2NC3=CC=CC=C3C2=CC=N1,CN9
NC(=O)C1=C[N+]([C@@H]2C[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=CC=C1,CNA
O[Fe]1(O)O[Fe](O)(O)(O)O[Fe](O)(O)(O)O1,CNB
CC1=C2N3[Co+2]45(C#N)<-N6=C1[C@@H](CCC(N)=O)C(C)(C)C6=CC1=N->4C(=C(C)C4=N->5[C@@](C)(C3[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)O[P@](=O)(O)O[C@H]2[C@@H](O)[C@@H](N3C=NC5=C3C=C(C)C(C)=C5)O[C@@H]2CO)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,CNC
NC(=O)C1=C[NH+]=CC([C@@H]2O[C@H](COP(=O)([O-])O[P@@](=O)(O)OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1,CND
CCOC1=CC=C(/C=C/C(=O)OC)C=C1CC(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)CSCC1=C(F)C=CC=C1Cl)C(C)C,CNE
O[Fe]1(O)(O)O[Fe]2(O)(O)O[Fe](O)(O)(O)(O)<-O12,CNF
O=C(O)CNC1CCCCCCC1,CNG
CC(C)(O)C#N,CNH
N#CC1=CC2=NC(=O)C(=O)N=C2C=C1[N+](=O)[O-],CNI
OC[C@H]1O[C@@H](C2=NN=C(C3=CC=CC4=CC=CC=C34)N2)[C@H](O)[C@@H](O)[C@@H]1O,CNK
CC12CCC(CC1)C(C)(C)O2,CNL
N#CN,CNN
CC(C)(OC1=CC=C(CC(=O)NC2=CC=CC(NC(=O)CC3=CC=C(OC(C)(C)C(=O)O)C=C3)=C2)C=C1)C(=O)O,CNO
C=CC[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,CNP
NC(=O)C1=C2N=C(C3=CC=C(Cl)C=C3)C=NC2=CC=C1,CNQ
C[C@H](Cl)C(=O)O,CNR
CCCCCCCCCCCCCCCCOC(=O)CCCCCCC,CNS
CN[C@@H](CC1=CC=C(O)C(Cl)=C1)C(=O)O,CNT
N#CC1=CN([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C(=O)NC1=O,CNU
CCC#N,CNV
CCN(CC)C1=CC=C2C=C(C(N)=O)C(=O)OC2=C1,CNW
CCCCCCC#N,CNX
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@@H]3O[C@@H]4[C@@H](O)[C@H](N)C[C@H](N)[C@H]4O[C@H]4O[C@H](CN)[C@@H](O)[C@H](O)[C@H]4NC[C@H]2O3)[C@H](N)[C@@H](O)[C@@H]1O,CNY
[NH3+][C@@H](CCC(=O)N[C@@H](CSCC(=O)C1=CC=C(C2=CC=CC=C2)C=C1)C(=O)NCC(=O)O)C(=O)O,CNZ
[Co+2],CO
CN1C(=O)C2=CC=CC=C2NC(=O)/C1=C/C1=CC=CC=C1,CO0
C[C@H](CC[C@@H]1OC1(C)C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CO1
O=C=O,CO2
O=C([O-])[O-],CO3
COC1=CC(N(C)CC2=C(C)C3=C(N=C2)N=C(N)N=C3N)=CC(OC)=C1OC,CO4
O->[Co+3](<-O)(<-O)(<-O)<-O,CO5
CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)(O)O,CO6
C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](OP(=O)(O)O)[C@@H]1O,CO7
CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)(O)O,CO8
C[C@H](N)C1=NC(C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC2=CNC3=C2C=CC=C3)C(=O)O)=CO1,CO9
CC(C)(CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,COA
Cc1cc2c(cc1C)n(cn2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)O[P@@](=O)(O)O[C@H](C)CNC(=O)CC[C@@]4([C@H](C5=[N-]6C4=C(C7=[N]8[Co+2]69([N]1=C(C=C8C([C@@H]7CCC(=O)N)(C)C)[C@H]([C@](C1=C(C1=[N]9[C@@]5([C@@]([C@@H]1CCC(=O)N)(C)CC(=O)N)C)C)(C)CC(=O)N)CCC(=O)N)C)C)CC(=O)N)C)O,COB
COC(=O)[C@H]1[C@@H](OC(=O)C2=CC=CC=C2)C[C@@H]2CC[C@H]1N2C,COC
CC(C)(CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS,COD
CN(CC1=COC2=C1C(N)=NC(N)=N2)C1=CC=C(C(=O)N[C@@H](CCC(=O)O)C(=O)O)C=C1,MOT
CC(C)(CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSCC(=O)C(F)(F)F,COF
COC1=CC=C(OC)C(CN(C)C2=CC=C3N=C(N)N=C(N)C3=C2)=C1,COG
C=CC1=C(C)C2=N3->[Co]45<-N6=C(C=C7C(C)=C(C=C)C(=C2)N74)C(C)=C(CCC(=O)O)C6=CC2=C(CCC(=O)O)C(C)=C(C=C13)N25,COH
CC(C)CC(=O)C(=O)O,COI
C/C1=C2/N[C@@](C)([C@@H]3N=C(/C(C)=C4\N=C(/C=C5\N=C1[C@@](C)(CC(=O)O)[C@@H]5CCC(=O)O)C(C)(C)[C@H]4CCC(=O)O)[C@](C)(CCC(=O)O)[C@H]3CC(=O)O)[C@@](C)(CC(=O)O)[C@@H]2CCC(=O)O,COJ
CC(C)(CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSSCCO,COK
O=C(O)C(=O)NC1=C(C(=O)O)C2=C(CSCC2)S1,COL
O=S(=O)(O)CCS,COM
N->[Co+3](<-N)(<-N)<-N,CON
CC=CC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)(O)O,COO
NC1=NC2=NC=C(CNC3=CC=C(C(=O)N[C@@H](CCCNC(=O)C4=CC=CC=C4C(=O)O)C(=O)O)C=C3)N=C2C(N)=N1,COP
COC1=CC(CN(C)C2=CC3=C(N)N=C(N)N=C3N=C2)=CC(OC)=C1,COQ
N[C@@H](CC1=CC=CC=C1)C(O)[C@@H](N)CC1=CC=CC=C1,COR
CC(C)(CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSS,COS
CC(C)(CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSCC(=O)NCCC1=CNC2=C1C=CC=C2,COT
O=C1C=CC2=CC=CC=C2O1,COU
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@]2(C)C[C@H](CC(C)(C)O)CO2)C[C@@H](O)C[C@@H]1O,COV
CC(C)(CO[P@@](=O)(O)O[P@@](=O)(O)OCC1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1N,COW
CC1=C(C2=CC=C(S(N)(=O)=O)C=C2)C(C2=CC=CC=C2)=NO1,COX
CC1=C2[C@@H](CCC(N)=O)C(C)(C)C3C=C4[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@H]5C(C)=C6[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]7(C)[C@H]8[C@H](CC(N)=O)[C@@](C)(CCC(=O)NC[C@@H](C)O[P@](=O)(O)O[C@H]9[C@@H](O)[C@@H](N%10C=NC%11=C%10C=C(C)C(C)=C%11)O[C@@H]9CO)C1[N-]8->[Co+2](CCCCCN1C=NC8=C1N=CN=C8N)(N23)(N45)N67,COY
CC(C)(CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@H](O)C(=O)NCCC(=O)NCCS,COZ
NC(=O)OP(=O)(O)O,CP
CCC1=C2C=C(OC(=O)N3CCC(N4CCCCC4)CC3)C=CC2=NC2=C1CN1C2=CC2=C(COC(=O)[C@]2(O)CC)C1=O,CP0
CNCCN(CC(=O)O)C(=O)CN1C=CC(N)=NC1=O,CP1
C[C@H](Cl)CCl,CP2
CC1=C2CC3=C(C)C(CCC(=O)O)=C(CC4=C(CCC(=O)O)C(C)=C(CC5=C(CCC(=O)O)C(C)=C(CC(=C1CCC(=O)O)N2)N5)N4)N3,CP3
O=C(NCCOCCOCCNC(=O)C1=CC2=CC(Cl)=CC=C2N1)C1=CC2=C(C=CC(Cl)=C2)N1,CP4
O=C([O-])/C(=C\OP(=O)=O)C1=CC=CC=C1,CP5
CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,CP6
CCC1=C(C2=CC=CC=C2)C(N)=NC(N)=N1,CP7
CN1C2=CC=C([C@H]3CN(CC4=CC=CC=C4)C(=O)CO3)C=C2CS1(=O)=O,CP8
CC1=NC2=CN=CC=C2N1C1=CC=C(CN2C(=O)SC3=CC=CC=C32)C=C1,CP9
NC1=NC(=O)N([C@H]2C[C@H](O[P@](=O)(O)OC[C@H]3O[C@@H](N4C=NC5=C(N)N=CN=C54)C[C@@H]3O)[C@@H](CO)O2)C=C1,CPA
CN1CC[C@H](C2=C(O)C=C(O)C3=C2OC(C2=CC=CC=C2Cl)=CC3=O)[C@H](O)C1,CPB
CN[C@@]1(C(=O)O)C[C@@H]1C,CPC
CCNC(=O)N(CCCN(C)C)[P@](=O)(CC1=CC=C(NC(=O)C(F)(F)F)C=C1)O[C@@H](C1=CC=C([N+](=O)[O-])C=C1)[C@@H](CO)NC(=O)C(Cl)Cl,CPD
O=C(O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,CPF
CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1CC2=CC3=CC(O)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O,CPH
O=C(O)[C@H]1CCCCN1,CPI
CC1(C(=O)O)OCC(OC(=O)NCCNC(=O)OC2COC(C)(C(=O)O)OC2)CO1,CPJ
CC1(C(=O)O)OCC(OC(=O)N2CCN(C(=O)OC3COC(C)(C(=O)O)OC3)CC2)CO1,CPK
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)CO[P@@](=O)([O-])OCC[N+](C)(C)C,CPL
CS(=N)(=N)C[C@@H](CC1=CC=CC=C1)C(=O)O,CPM
NC1=NC(=O)N(CC(=O)N(CC[NH3+])CC(=O)O)C=C1,CPN
CC(=O)N[C@@H]1CCCN2C(C=C(C)CCO)=O->[Fe]345(<-O=C(C=C(C)CCO)N(CCC[C@@H]6NC(=O)[C@H](CCCN(O3)C(=O->4)/C=C(\C)CCOC1=O)NC6=O)O5)O2,CPO
C[C@H](C=O)CC1CC1,CPP
C[C@H](CCC(=O)N(CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)CCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,CPQ
O=P(O)(O)OC[C@H]1O[C@@H](N2C=NC3=C(Cl)[NH+]=CN=C32)[C@H](O)[C@@H]1O,CPR
C[C@H](CCC(=O)NCCC[N+](C)(C)CCCS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,CPS
N->[Pt](<-N)(Cl)Cl,CPT
O=C(NCCCC1=CC=CC=C1)NC1CCCCC1,CPU
CC(C)[C@H](C[C@H](O)[C@@H](N)CC1CCCCC1)C(=O)O,VAS
N[C@@H](CN1C2=C(CCC2)C(=O)NC1=O)C(=O)O,CPW
CC(C)[C@H](NC(=O)NC1CCCC1)C(=O)N1CC[C@H](NC(=O)C2CC2)[C@H]1C1(C=O)CCC1,CPX
N[C@@H](CC1CCCCC1)[C@@H](O)CN1C=CC=CC1=O,CPY
ClC1=CC=C(C2=CN=CN2)C=C1,CPZ
CC1=CC=C(C(=O)NC2CC2)C=C1C1=CC2=NN=C(C(C)(C)C)N2C=C1,CQ0
C[C@@H](O)[C@H](N)C1=N/C(=C\C2=CC=C(N=[N+]=[N-])C=C2)C(=O)N1CC(=O)O,CQ1
C[C@@H](O)[C@H](N)C1=N/C(=C\C2=CC=C(N)C=C2)C(=O)N1CC(=O)O,CQ2
CCC(=O)NC1=CC=CC=C1NC1=C(Cl)C=NC(NC2CCOCC2)=N1,CQ3
O=[Cr](=O)([O-])[O-],CQ4
C[C@H](CC(=O)N1CCC(O)(CN2C=NC(NCCN3CCCC3)=CC2=O)CC1)C1=CC=CC=C1,CQ5
CCS(=O)(=O)N1CCC2=CN=C(NC3CCOCC3)N=C2C1,CQ6
CNC(=O)C1=CC=C(NC2=NC3=C(C(C4=CC=C5N=C(C)OC5=C4)=CN3)C(OC3CCCC3)=N2)C(OC)=C1,CQ7
CNC(=O)C1=CC=CC=C1NC1=CC(NC2CCOCC2)=NC=C1Cl,CQ8
CN1C(=O)C2=CC=CC=C2NC(=O)[C@@]12O[C@H]2C1=CC=CC=C1,CQ9
CCN(CC)CC1=CC(NC2=CC=NC3=C2C=CC(Cl)=C3)=CC=C1O,CQA
CC(C)C[C@H](NC(=O)O[C@@H](CCC(=O)O)C(=O)O)C(=O)O,CQB
CC1=NN(C)C(=O)/C1=C(\O)C1=CC=C2C(=O)N(CC3=CC=CC=C3)C(=O)C2=C1,CQC
O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)C2=C1C=CC=N2,CQD
CC(=O)NC1=CC(C2=C(C3=CC=CC(NS(=O)(=O)C4=CC(F)=CC=C4F)=C3F)N=C(C3CCN(C4CC4)CC3)S2)=CC=N1,CQE
CC1=NN=C2CC[C@@H](NC3=CC=C(Cl)C=C3)C3=CC(C4=CN(C)N=C4)=CC=C3N12,CQF
OC1=CC=NC=C1,CQG
CCCC1=CC=CC=C1NC(=O)[C@H](CC(C)C)NC(=O)C1=CC=C(CC2=[S+]C(=O)N=C2[O-])C=C1,CQH
CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[C@H]1O[C@H](CS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCC,CQI
CC1=CC=NC(O)=C1,CQJ
O=C(NO)C1=NC=CC(C2=NNN=N2)=C1,CQK
OC1=C2N=CC=CC2=C(Cl)C=C1I,CQL
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@](C)(O)C(=O)O,CQM
CC(C)COC[C@@H](CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,CQN
COC1=CC=C2N=C3C=CC(OC)=CC3=C(SCCCN)C2=C1,CQO
O=S(=O)(NC[C@@H]1C[C@@H](OCC2=CC=C(Cl)C=C2)CN1)C1=CC=CC2=CN=CC=C12,CQP
CN(C)CCCC(=O)NC1=CC=C(C(=O)NC2=CC=CC(NC3=NC=CC(C4=CC=CN=C4)=N3)=C2)C=C1,CQQ
NCC1=N/C(=C\C2=CC=C(O)C=C2)C(=O)N1CC(=O)O,CR2
NC1=NC=NC2=C1N=CN2CC(=O)NCCC1=CC=C(S(N)(=O)=O)C=C1,CQS
O=C(NCCCN1CCOCC1)C1=NC=CC(C2=NNN=N2)=C1,CQT
CC1=NN=C(C2=CC=CC=C2NC2=C3C=CNC3=NC=N2)N1,CQU
CCCCC1=CC=C(C(=O)O)N=C1,CQV
ClC1=CNC2=C1C(N1CCC3=C(C1)N=CN3)=NC=N2,CQW
CCCCCCCCCCOCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,CQX
CCOC1=C(C(=O)N2CCN(C3=CC=C([N+](=O)[O-])C(N4CCCC4)=C3)CC2)SC=C1,CQY
O=C(O)C1=CC(NCCCO)=NC=C1,CQZ
[Cr+3],CR
CC(C)CC1=N[C@](O)([C@@H](N)[C@@H](C)O)N(CC(=O)O)C1=O,CR0
COC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CR1
NC(=[NH2+])C1=CC=C2NC(C3=C([O-])C(OC4CCCC4)=CC=C3)=CC2=C1,CR3
NC(=[NH2+])C1=CC=C2NC(C3=CC=CC=C3[O-])=NC2=C1,CR4
NC[C@@]1(O)NC(=O)C(O)=[N+]1CC(=O)O,CR5
CC(=O)N[C@]1(C(N)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CR6
NCCCC[C@H](N)C1=N/C(=C\C2=CC=C(O)C=C2)C(=O)N1CC(=O)O,CR7
N[C@@H](CC1=CN=CN1)C1=NC(C=C2C=CC(=O)C=C2)=C([O-])N1CC(=O)O,CR8
C[C@H]1CCCC[C@@H]1OC1=CC=CC(C2=NC3=CC(C(N)=[NH2+])=C(F)C=C3N2)=C1[O-],CR9
COC(=O)N[C@]1(C(N)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CRA
O=C(O)[C@]1(O)C[C@H](CP(=O)(O)O)[C@@H](O)[C@H](O)C1,CRB
CCCCCCCCCC(=O)O,DKA
C/C=C/C=O,CRD
C=C(C)[C@H]1CC=C(C)CCC=C(C)CC1,CRE
C[C@@H](O)[C@H](N)C1=NC(=CC2=CNC3=C2C=CC=C3)C(=O)N1CC(=O)O,CRF
C[C@@H](O)[C@H](N)C1=N/C(=C\C2=CNC=N2)C(=O)N1CC(=O)O,CRG
